ID;Education;Marital_Status;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;nb_enfants;Nb_personnes_foyer;Age;Tenure;TotalMnt;TotalPurchases;AcceptedCmpTotal;Children;Is_Parent;Anciennete_mois;NumWebPurchasesMonth;Taux_conversion_web
4459;Graduation;Single;30279.0;1;0;13;10;4;14;4;4;1;1;1;0;3;8;0;0;0;0;0;0;0;1;2;36;4385;37;5;0;1;1;144.1;0.006939625260235948;0.09
1729;PhD;Together;66426.0;0;1;14;1043;24;97;32;24;157;2;3;5;10;6;0;0;0;0;0;0;0;1;3;64;4109;1377;20;0;1;1;135.0;0.022222222222222223;0.37
1517;Graduation;Single;30822.0;1;0;92;3;9;13;2;12;12;1;1;0;3;7;0;0;0;0;0;0;0;1;2;56;4219;51;5;0;1;1;138.6;0.007215007215007215;0.1
2098;PhD;Married;33581.0;2;0;38;11;0;5;0;0;1;1;1;0;2;8;0;0;0;0;0;0;0;2;4;56;4376;17;4;0;2;1;143.8;0.006954102920723226;0.09
9543;Graduation;Married;19986.0;1;0;74;3;6;5;0;2;6;1;0;0;3;7;0;0;0;0;0;0;0;1;3;40;4066;22;4;0;1;1;133.6;0.0;0.0
6878;Graduation;Widowed;27421.0;0;0;14;43;12;96;78;40;55;3;4;1;6;7;0;0;0;0;0;0;0;0;1;71;4403;324;14;0;0;0;144.6;0.027662517289073308;0.4
2724;Master;Single;36143.0;1;0;33;12;0;1;0;0;6;1;0;1;2;3;0;0;0;0;0;0;0;1;2;44;3930;19;4;0;1;1;129.1;0.0;0.0
948;Graduation;Single;10245.0;1;0;32;4;7;7;6;4;13;3;1;2;2;5;0;0;0;0;0;0;0;1;2;54;4249;41;8;0;1;1;139.6;0.0071633237822349575;0.14
6720;Master;Together;43795.0;0;1;11;314;11;53;4;3;107;3;7;3;4;7;0;1;0;0;0;0;1;1;3;57;4095;492;17;1;1;1;134.5;0.05204460966542751;0.74
6202;Graduation;Together;63381.0;0;1;78;571;50;142;33;50;159;4;4;5;13;2;0;0;0;0;0;0;0;1;3;65;4471;1005;26;0;1;1;146.9;0.02722940776038121;1.36
2066;Graduation;Together;38823.0;0;1;56;70;0;11;2;8;23;1;2;1;3;6;0;0;0;0;0;0;0;1;3;76;4507;114;7;0;1;1;148.1;0.013504388926401082;0.23
9799;PhD;Divorced;83664.0;1;1;57;866;21;151;28;21;86;3;2;2;12;5;0;0;0;0;0;0;0;2;3;57;4256;1173;19;0;2;1;139.8;0.014306151645207437;0.29
8318;Graduation;Together;90300.0;0;0;7;594;134;786;33;134;57;0;5;6;8;1;0;0;1;0;0;0;0;0;2;46;4016;1738;19;1;0;0;131.9;0.03790750568612585;3.79
5642;Master;Together;62499.0;1;0;0;140;4;61;0;13;4;2;3;1;6;4;0;0;0;0;0;0;0;1;3;46;4041;222;12;0;1;1;132.8;0.02259036144578313;0.56
2669;Graduation;Single;74293.0;0;0;66;375;152;335;93;91;81;1;5;4;6;2;0;0;0;0;0;0;0;0;1;32;3895;1127;16;0;0;0;128.0;0.0390625;1.95
455;PhD;Married;51012.0;0;0;86;102;9;63;2;9;24;1;4;1;4;6;0;0;0;0;0;0;0;0;2;79;4276;209;10;0;0;0;140.5;0.028469750889679714;0.47
7683;Master;Married;70777.0;0;1;80;554;35;113;0;7;78;3;5;3;12;3;0;0;0;0;0;0;0;1;3;57;3963;787;23;0;1;1;130.2;0.03840245775729647;1.28
3428;PhD;Together;68682.0;0;0;56;919;0;505;99;30;45;1;4;9;10;2;0;0;0;0;0;0;0;0;2;34;4105;1598;24;0;0;0;134.9;0.029651593773165306;1.48
7414;Graduation;Married;43824.0;1;1;18;96;1;42;12;3;32;4;3;1;4;8;0;0;0;0;0;0;0;2;4;54;4491;186;12;0;2;1;147.5;0.020338983050847456;0.25
6354;Graduation;Together;15345.0;1;0;51;5;2;16;3;2;19;2;1;1;2;8;0;0;0;0;0;0;1;1;3;41;4506;47;6;0;1;1;148.0;0.006756756756756757;0.08
798;Graduation;Single;23442.0;1;0;71;2;0;6;8;6;5;1;1;0;3;7;0;0;0;0;0;0;0;1;2;38;4391;27;5;0;1;1;144.3;0.00693000693000693;0.1
8213;2n Cycle;Together;14515.0;1;0;71;6;4;9;6;36;35;4;2;2;3;7;0;0;0;0;0;0;1;1;3;45;4436;96;11;0;1;1;145.7;0.013726835964310227;0.2
2488;2n Cycle;Divorced;31395.0;1;1;80;23;1;25;0;8;7;4;2;1;3;6;0;0;0;0;0;0;0;2;3;69;4302;64;10;0;2;1;141.3;0.014154281670205236;0.24
9999;Graduation;Together;75276.0;0;0;2;610;105;125;137;42;21;1;9;4;9;5;0;0;0;0;0;0;0;0;2;60;4479;1040;23;0;0;0;147.1;0.061182868796736914;1.22
7617;Graduation;Single;42373.0;1;1;83;67;5;61;3;8;19;5;2;1;5;5;0;0;0;0;0;0;0;2;3;51;4157;163;13;0;2;1;136.6;0.014641288433382138;0.29
615;Graduation;Together;30507.0;0;0;29;65;36;74;38;20;110;1;5;1;4;7;0;0;0;0;0;0;0;0;2;65;4314;343;11;0;0;0;141.7;0.035285815102328866;0.5
2552;PhD;Single;55521.0;1;2;11;416;0;26;0;0;4;9;6;3;6;7;0;1;0;0;0;0;1;3;4;70;4089;446;24;1;3;1;134.3;0.04467609828741623;0.64
194;Graduation;Married;48006.0;1;1;55;23;0;11;3;2;2;1;1;0;3;6;0;0;0;0;0;0;0;2;4;60;3859;41;5;0;2;1;126.8;0.007886435331230283;0.13
3645;PhD;Single;27213.0;1;0;19;19;3;26;10;9;3;3;2;0;4;8;0;0;0;0;0;0;1;1;2;53;4507;70;9;0;1;1;148.1;0.013504388926401082;0.17
8890;PhD;Divorced;65808.0;1;1;1;155;7;80;13;7;10;3;5;1;5;6;0;0;0;0;0;0;0;2;3;54;3869;272;14;0;2;1;127.1;0.039339103068450045;0.66
5049;PhD;Together;30351.0;1;0;19;14;0;24;3;3;2;1;3;0;2;9;0;0;0;0;0;0;0;1;3;51;4227;46;6;0;1;1;138.9;0.02159827213822894;0.24
9973;Graduation;Married;50437.0;0;2;28;370;9;92;6;9;4;3;7;1;8;7;0;0;0;0;0;0;0;2;4;62;4459;490;19;0;2;1;146.5;0.04778156996587031;0.68
7301;2n Cycle;Single;23616.0;1;0;76;4;22;11;3;7;32;2;3;0;3;8;0;0;0;0;0;0;1;1;2;43;4428;79;8;0;1;1;145.5;0.020618556701030927;0.26
10882;Graduation;Married;53858.0;0;1;50;407;53;221;58;150;26;4;4;3;6;4;0;0;0;0;0;0;0;1;3;49;4436;915;17;0;1;1;145.7;0.027453671928620454;0.69
7030;PhD;Married;66465.0;0;1;1;1200;0;204;38;29;14;3;11;9;12;6;0;0;0;1;0;0;0;1;3;70;4295;1485;35;1;1;1;141.1;0.07795889440113395;1.3
7422;Graduation;Single;46923.0;1;0;90;85;44;54;102;78;6;3;5;1;7;7;0;0;0;0;0;0;0;1;2;38;4515;369;16;0;1;1;148.3;0.033715441672285906;0.48
3523;Graduation;Together;75072.0;0;1;83;583;34;309;0;22;125;2;5;4;8;3;0;0;0;0;0;0;0;1;3;63;4361;1073;19;0;1;1;143.3;0.034891835310537335;1.16
7106;PhD;Married;75865.0;0;0;73;483;0;591;156;0;12;1;3;5;10;1;0;0;0;0;0;0;0;0;2;82;3929;1242;19;0;0;0;129.1;0.023237800154918668;2.32
6504;2n Cycle;Together;19789.0;1;0;24;2;5;9;28;6;28;3;2;1;3;5;1;0;0;0;0;0;0;1;3;50;4060;78;9;1;1;1;133.4;0.014992503748125937;0.3
5067;Graduation;Together;80134.0;0;0;11;966;26;282;52;26;26;1;2;7;11;5;0;1;1;1;1;0;0;0;2;31;3974;1378;21;4;0;0;130.6;0.015313935681470138;0.31
4216;Graduation;Single;91065.0;0;0;33;822;114;108;179;137;114;1;7;9;9;3;0;0;1;1;0;0;1;0;1;44;4331;1474;26;2;0;0;142.3;0.04919184820801124;1.64
8581;Master;Married;49505.0;1;1;4;604;0;100;19;0;28;9;10;2;8;8;0;0;0;0;0;0;0;2;4;54;4320;751;29;0;2;1;141.9;0.07047216349541931;0.88
5929;PhD;Married;37401.0;1;0;14;19;3;19;3;1;3;2;2;0;3;7;0;0;0;0;0;0;0;1;3;52;3893;48;7;0;1;1;127.9;0.01563721657544957;0.22
6528;Master;Together;18492.0;1;0;75;2;2;2;2;1;1;1;1;0;2;8;0;0;0;0;0;0;0;1;3;43;3863;10;4;0;1;1;126.9;0.007880220646178092;0.1
1361;Master;Married;82584.0;0;0;26;1076;68;103;29;91;68;1;3;4;8;1;0;1;1;0;0;0;1;0;2;51;4229;1435;16;2;0;0;138.9;0.02159827213822894;2.16
6932;PhD;Married;93027.0;0;0;77;1285;42;716;55;0;21;0;7;10;5;2;0;0;1;0;0;0;0;0;2;84;4281;2119;22;1;0;0;140.6;0.049786628733997154;2.49
7284;Graduation;Married;48686.0;1;2;8;10;0;7;2;0;1;1;1;0;2;8;0;0;0;0;0;0;0;3;5;72;4046;20;4;0;3;1;132.9;0.007524454477050414;0.09
1340;Graduation;Married;92910.0;0;0;42;551;137;792;179;103;33;1;6;7;13;1;0;1;1;1;0;0;0;0;2;39;3905;1795;27;3;0;0;128.3;0.046765393608729534;4.68
8746;Graduation;Married;75433.0;1;0;28;800;0;297;0;34;57;2;2;5;10;6;0;1;0;1;0;0;0;1;3;36;3924;1188;19;2;1;1;128.9;0.015515903801396431;0.26
5987;2n Cycle;Together;10404.0;1;0;52;2;2;11;10;6;12;2;1;0;4;5;0;0;0;0;0;0;0;1;3;36;3895;43;7;0;1;1;128.0;0.0078125;0.16
3767;Graduation;Married;61314.0;0;1;1;378;0;189;97;172;172;2;5;5;12;3;0;0;0;0;0;0;0;1;3;57;4269;1008;24;0;1;1;140.2;0.03566333808844508;1.19
3725;PhD;Single;84865.0;0;0;1;1248;16;349;43;16;16;1;2;4;9;4;0;1;1;1;1;0;1;0;1;64;4255;1688;16;4;0;0;139.8;0.014306151645207437;0.36
4324;Graduation;Married;42387.0;1;0;42;235;0;235;19;4;191;5;8;1;7;8;0;0;0;0;0;0;0;1;3;36;4447;684;21;0;1;1;146.1;0.05475701574264203;0.68
238;2n Cycle;Together;67309.0;1;1;76;515;47;181;149;95;95;15;9;6;9;7;0;0;0;0;0;0;0;2;4;58;4361;1082;39;0;2;1;143.3;0.0628053035589672;0.9
6694;Graduation;Married;75236.0;0;1;27;438;66;400;12;38;114;1;8;3;13;4;0;0;0;0;0;0;0;1;3;61;4055;1068;25;0;1;1;133.2;0.060060060060060066;1.5
498;Graduation;Single;30015.0;1;0;28;25;0;22;2;3;5;2;1;0;4;5;0;0;0;0;0;0;0;1;2;55;3986;57;7;0;1;1;130.9;0.007639419404125286;0.15
9347;Master;Together;50943.0;0;1;49;31;0;7;2;0;6;1;1;0;3;5;0;0;0;0;0;0;0;1;3;69;4212;46;5;0;1;1;138.4;0.0072254335260115606;0.14
9699;Graduation;Divorced;67272.0;0;1;12;357;35;271;28;28;14;3;6;2;12;5;0;0;0;0;0;0;0;1;2;59;4029;733;23;0;1;1;132.4;0.045317220543806644;0.91
10664;Master;Widowed;51529.0;0;1;14;400;4;35;6;0;22;2;9;1;5;8;0;0;0;0;0;0;0;1;2;76;4134;467;17;0;1;1;135.8;0.0662739322533137;0.83
5455;PhD;Married;32011.0;1;0;89;99;0;15;2;1;5;3;2;1;4;7;0;0;0;0;0;0;0;1;3;54;4150;122;10;0;1;1;136.3;0.014673514306676448;0.21
456;2n Cycle;Married;7500.0;1;0;96;1;11;5;4;6;9;2;2;0;3;8;0;0;0;0;0;0;0;1;3;39;4346;36;7;0;1;1;142.8;0.014005602240896357;0.18
5012;Graduation;Married;28691.0;1;0;56;5;4;13;8;0;4;1;1;0;3;8;0;0;0;0;0;0;0;1;3;36;4199;34;5;0;1;1;137.9;0.00725163161711385;0.09
7495;PhD;Married;56223.0;0;1;72;77;28;31;16;0;4;2;2;1;5;4;0;0;0;0;0;0;0;1;3;77;4030;156;10;0;1;1;132.4;0.015105740181268881;0.38
5029;Graduation;Married;18100.0;0;0;14;3;1;2;4;3;1;1;0;0;3;5;0;0;0;0;0;0;0;0;2;79;4166;14;4;0;0;0;136.9;0.0;0.0
2106;2n Cycle;Married;20130.0;0;0;99;0;6;3;7;6;12;1;1;0;3;8;0;0;0;0;0;0;0;0;2;51;3943;34;5;0;0;0;129.5;0.007722007722007722;0.1
10364;Graduation;Divorced;23295.0;0;0;72;0;0;1;2;12;5;1;1;0;2;8;0;0;0;0;0;0;0;0;1;66;4190;20;4;0;0;0;137.6;0.007267441860465116;0.09
5954;Master;Divorced;42618.0;1;0;92;76;14;74;13;5;10;2;5;0;4;8;0;0;0;0;0;0;0;1;2;53;4102;192;11;0;1;1;134.8;0.037091988130563795;0.46
1137;Graduation;Single;81246.0;0;0;87;398;190;537;61;156;37;1;4;5;7;1;1;0;0;1;0;0;0;0;1;61;4021;1379;17;2;0;0;132.1;0.03028009084027252;3.03
2541;Graduation;Married;24027.0;1;0;7;14;7;11;11;0;5;2;2;0;3;8;0;0;0;0;0;0;0;1;3;49;4224;48;7;0;1;1;138.8;0.01440922190201729;0.18
1142;PhD;Married;55707.0;0;1;91;208;7;82;30;66;35;2;3;2;9;3;0;0;0;0;0;0;0;1;3;72;4028;428;16;0;1;1;132.3;0.022675736961451247;0.76
2276;Graduation;Single;57959.0;0;1;71;430;16;322;43;24;33;5;4;7;11;3;0;0;0;0;0;0;0;1;2;70;4262;868;27;0;1;1;140.0;0.02857142857142857;0.95
2807;Graduation;Married;56796.0;0;1;24;656;38;161;62;47;37;3;8;9;7;7;0;0;0;0;0;0;0;1;3;56;4337;1001;27;0;1;1;142.5;0.056140350877192984;0.8
6471;Master;Single;36230.0;1;0;17;14;2;30;8;2;3;1;2;0;4;5;0;0;0;0;0;0;0;1;2;54;4094;59;7;0;1;1;134.5;0.01486988847583643;0.3
6131;2n Cycle;Married;70829.0;1;1;87;141;70;106;72;19;23;2;4;2;8;3;0;0;0;0;0;0;0;2;4;45;4049;431;16;0;2;1;133.0;0.03007518796992481;1.0
6233;Graduation;Married;65991.0;0;1;21;507;19;364;25;47;9;3;9;5;10;7;0;0;0;0;0;0;0;1;3;49;4499;971;27;0;1;1;147.8;0.06089309878213802;0.87
4148;Graduation;Married;38988.0;1;2;90;164;24;103;12;3;42;7;5;1;6;8;0;0;0;0;0;0;0;3;5;53;4517;348;19;0;3;1;148.4;0.03369272237196765;0.42
4947;2n Cycle;Single;89572.0;0;0;44;606;24;974;197;194;64;1;7;7;9;4;0;1;0;1;0;0;1;0;1;59;4491;2059;24;2;0;0;147.5;0.04745762711864407;1.19
3225;Master;Married;42207.0;1;0;71;116;11;72;3;17;46;4;4;1;5;6;1;0;0;0;0;0;1;1;3;41;4293;265;14;1;1;1;141.0;0.028368794326241134;0.47
7540;Graduation;Married;50300.0;0;1;52;143;15;60;24;23;5;2;2;1;8;2;0;0;0;0;0;0;0;1;3;73;3874;270;13;0;1;1;127.3;0.015710919088766692;0.79
10648;2n Cycle;Together;66664.0;0;0;78;398;96;447;220;96;32;1;5;7;6;3;0;0;0;0;0;0;0;0;2;43;4481;1289;19;0;0;0;147.2;0.03396739130434783;1.13
1992;Graduation;Married;60597.0;0;1;2;522;0;257;32;16;66;4;2;2;8;7;0;0;0;1;0;0;1;1;3;61;4018;893;16;1;1;1;132.0;0.015151515151515152;0.22
7851;Graduation;Widowed;70165.0;0;0;60;161;0;253;199;191;122;1;3;7;11;1;0;0;0;0;0;0;0;0;1;76;4119;926;22;0;0;0;135.3;0.022172949002217293;2.22
8594;PhD;Widowed;50520.0;0;1;25;112;0;6;2;1;14;2;3;1;3;6;0;0;0;0;0;0;0;1;2;67;3991;135;9;0;1;1;131.1;0.022883295194508012;0.38
2815;Graduation;Married;33183.0;1;0;46;7;5;39;17;15;37;2;4;0;3;7;0;0;0;0;0;0;0;1;3;50;3964;120;9;0;1;1;130.2;0.030721966205837177;0.44
2416;PhD;Single;66582.0;0;0;83;789;25;420;16;38;0;1;2;8;9;1;0;0;0;0;0;0;0;0;1;56;3957;1288;20;0;0;0;130.0;0.015384615384615385;1.54
7999;PhD;Together;75261.0;0;0;17;1239;17;413;23;34;17;1;5;6;5;2;0;1;1;0;0;0;1;0;2;70;4271;1743;17;2;0;0;140.3;0.035637918745545255;1.78
9213;Graduation;Widowed;31880.0;1;0;13;4;1;5;2;0;3;1;1;0;2;8;0;0;0;0;0;0;0;1;2;55;4445;15;4;0;1;1;146.0;0.00684931506849315;0.09
9697;Graduation;Married;53790.0;0;2;86;335;42;127;28;5;5;3;7;2;8;6;0;0;0;0;0;0;0;2;4;74;3954;542;20;0;2;1;129.9;0.053887605850654344;0.9
3916;PhD;Together;49269.0;1;0;92;639;8;166;11;8;58;3;7;3;12;7;0;0;0;0;0;0;0;1;3;54;4522;890;25;0;1;1;148.6;0.047106325706594884;0.67
2021;Graduation;Married;61456.0;0;1;47;563;76;384;84;192;89;4;6;10;13;4;0;0;0;0;0;0;0;1;3;50;4298;1388;33;0;1;1;141.2;0.042492917847025496;1.06
1581;Graduation;Married;37406.0;1;0;18;2;0;8;2;2;3;1;1;0;2;8;0;0;0;0;0;0;1;1;3;45;4101;17;4;0;1;1;134.7;0.007423904974016333;0.09
564;PhD;Together;56937.0;1;0;81;746;8;125;11;8;8;7;8;6;9;6;0;1;0;0;0;0;1;1;3;44;4533;906;30;1;1;1;148.9;0.053727333781061114;0.9
6619;Graduation;Married;38415.0;1;1;91;22;1;13;4;0;4;2;1;0;3;7;0;0;0;0;0;0;0;2;4;47;4382;44;6;0;2;1;144.0;0.006944444444444444;0.1
9081;Graduation;Single;20518.0;1;0;58;4;1;6;4;1;9;1;1;1;2;5;0;0;0;0;0;0;0;1;2;37;3881;25;5;0;1;1;127.5;0.00784313725490196;0.16
178;Graduation;Married;62503.0;0;1;40;478;0;193;110;75;117;4;8;3;11;5;0;0;0;0;0;0;0;1;3;69;4335;973;26;0;1;1;142.4;0.056179775280898875;1.12
916;PhD;Single;41644.0;1;1;67;20;3;4;2;0;2;2;1;0;3;3;0;0;0;0;0;0;0;2;3;53;3890;31;6;0;2;1;127.8;0.00782472613458529;0.26
5512;Master;Married;55842.0;0;1;19;451;0;39;0;4;24;1;7;1;8;5;0;0;0;0;0;0;0;1;3;48;3876;518;17;0;1;1;127.3;0.05498821681068343;1.1
8970;PhD;Married;62010.0;0;1;93;371;22;39;6;0;92;4;6;2;7;5;0;0;0;0;0;0;0;1;3;53;4453;530;19;0;1;1;146.3;0.041011619958988374;0.82
10581;Graduation;Married;41124.0;1;0;41;281;7;84;15;0;119;7;7;3;4;8;0;0;0;0;0;0;0;1;3;48;4445;506;21;0;1;1;146.0;0.04794520547945205;0.6
5300;Master;Married;38961.0;1;0;60;19;7;19;0;1;24;1;2;1;2;7;0;0;0;0;0;0;0;1;3;52;4020;70;6;0;1;1;132.1;0.01514004542013626;0.22
5154;Master;Divorced;37760.0;1;0;54;26;3;13;2;10;0;1;2;0;3;6;0;0;0;0;0;0;0;1;2;53;4161;54;6;0;1;1;136.7;0.01463057790782736;0.24
8346;Graduation;Single;32233.0;1;0;26;138;15;35;25;11;72;2;6;2;2;9;1;0;0;0;0;0;1;1;2;51;4518;296;12;1;1;1;148.4;0.04043126684636118;0.45
1676;Graduation;Married;43057.0;0;1;30;213;2;44;0;2;5;4;4;2;5;5;0;0;0;0;0;0;0;1;3;50;4081;266;15;0;1;1;134.1;0.02982848620432513;0.6
9286;Master;Together;83151.0;0;0;93;407;28;100;120;74;18;1;5;9;4;3;0;0;0;0;0;0;0;0;2;65;4466;747;19;0;0;0;146.7;0.03408316291751875;1.14
2426;PhD;Divorced;78825.0;0;0;35;483;74;114;169;37;18;1;5;10;13;3;0;0;0;0;0;0;1;0;1;61;4492;895;29;0;0;0;147.6;0.03387533875338754;1.13
5172;Master;Together;65104.0;0;1;4;738;0;232;13;20;50;2;3;5;7;7;0;0;0;0;0;0;0;1;3;49;4066;1053;17;0;1;1;133.6;0.02245508982035928;0.32
5562;Graduation;Married;60093.0;0;1;92;502;12;109;16;6;90;2;7;2;10;6;0;0;0;0;0;0;0;1;3;51;4207;735;21;0;1;1;138.2;0.050651230101302465;0.84
3436;Graduation;Married;14045.0;1;0;24;11;0;5;2;1;1;1;1;0;3;7;0;0;0;0;0;0;0;1;3;56;3993;20;5;0;1;1;131.2;0.007621951219512196;0.11
3921;2n Cycle;Widowed;28457.0;0;0;96;24;1;108;29;29;14;1;4;1;4;8;0;0;0;0;0;0;0;0;1;73;4448;205;10;0;0;0;146.1;0.027378507871321015;0.34
3403;PhD;Together;78952.0;0;1;11;1170;19;594;99;76;134;2;2;5;12;6;0;0;0;0;0;0;0;1;3;67;4482;2092;21;0;1;1;147.2;0.013586956521739132;0.23
22;Graduation;Divorced;46310.0;1;0;99;185;2;88;15;5;14;2;6;1;5;8;0;0;0;0;0;0;0;1;2;49;4412;309;14;0;1;1;144.9;0.041407867494824016;0.52
10965;Graduation;Together;76005.0;0;0;72;983;20;389;240;50;40;1;3;5;13;6;0;0;0;1;0;0;0;0;2;70;4331;1722;22;1;0;0;142.3;0.021082220660576245;0.35
9426;Master;Single;58308.0;0;1;77;691;0;69;10;0;130;4;2;6;3;8;0;0;0;0;0;0;0;1;2;61;4372;900;15;0;1;1;143.6;0.01392757660167131;0.17
6605;PhD;Divorced;55614.0;0;0;85;504;13;131;8;0;26;1;9;4;6;7;0;1;0;0;0;0;0;0;1;81;4053;682;20;1;0;0;133.1;0.067618332081142;0.97
3136;Master;Divorced;59432.0;0;1;88;317;25;265;25;19;12;3;5;3;11;5;0;0;0;0;0;0;0;1;2;63;4281;663;22;0;1;1;140.6;0.03556187766714083;0.71
8737;Graduation;Divorced;55563.0;0;1;22;29;1;9;2;0;2;1;2;0;3;3;0;0;0;0;0;0;0;1;2;47;3924;43;6;0;1;1;128.9;0.015515903801396431;0.52
11088;PhD;Together;78642.0;0;1;83;1396;0;322;46;35;17;1;4;9;4;6;0;0;0;0;0;0;0;1;3;54;4273;1816;18;0;1;1;140.4;0.02849002849002849;0.47
716;PhD;Together;67911.0;0;1;63;529;0;356;63;28;0;3;6;7;11;3;0;0;0;0;0;0;0;1;3;76;3877;976;27;0;1;1;127.4;0.04709576138147566;1.57
466;Graduation;Married;65275.0;0;0;9;388;14;218;91;14;21;1;4;3;13;2;0;0;0;0;0;0;0;0;2;81;4291;746;21;0;0;0;141.0;0.028368794326241134;1.42
9135;Graduation;Together;27203.0;1;1;92;13;2;21;4;0;24;2;1;1;2;8;0;0;0;0;0;0;0;2;4;75;4531;64;6;0;2;1;148.9;0.006715916722632639;0.08
10623;Master;Together;48330.0;0;1;2;28;0;4;0;0;0;1;1;0;3;5;0;0;0;0;0;0;0;1;3;64;4065;32;5;0;1;1;133.5;0.00749063670411985;0.15
8151;Basic;Married;24279.0;0;0;6;16;36;21;20;62;108;1;4;1;3;8;0;0;0;0;0;0;0;0;2;35;4386;263;9;0;0;0;144.1;0.02775850104094379;0.35
5140;PhD;Married;64355.0;1;0;66;1047;0;140;67;38;153;2;4;3;12;8;0;0;0;0;0;0;0;1;3;40;4513;1445;21;0;1;1;148.3;0.026972353337828724;0.34
4945;Graduation;Widowed;53653.0;0;0;29;815;10;239;28;10;108;2;10;4;12;6;0;0;0;0;0;0;0;0;1;72;4438;1210;28;0;0;0;145.8;0.06858710562414265;1.14
10584;Graduation;Married;65665.0;0;1;77;225;162;387;106;36;29;1;5;10;8;3;0;0;0;0;0;0;0;1;3;49;4048;945;24;0;1;1;133.0;0.03759398496240601;1.25
6071;Graduation;Single;81217.0;0;0;77;493;70;324;146;40;84;1;3;7;11;1;0;0;0;0;0;0;0;0;1;36;4184;1157;22;0;0;0;137.5;0.02181818181818182;2.18
3386;Graduation;Married;34935.0;0;0;71;34;4;66;3;10;20;1;2;1;4;7;0;0;0;0;0;0;0;0;2;33;4212;137;8;0;0;0;138.4;0.014450867052023121;0.21
8939;Graduation;Divorced;61250.0;0;1;49;382;138;65;60;26;59;6;5;2;12;5;0;0;0;0;0;0;0;1;2;66;4399;730;25;0;1;1;144.5;0.03460207612456748;0.69
9925;PhD;Together;39665.0;1;0;97;127;1;56;0;1;31;3;4;2;3;7;1;0;0;0;0;0;0;1;3;44;4239;216;12;1;1;1;139.3;0.028715003589375447;0.41
4320;Graduation;Single;60152.0;0;1;6;325;83;300;86;58;91;1;6;4;12;3;0;0;0;0;0;0;0;1;2;46;4297;943;23;0;1;1;141.2;0.042492917847025496;1.42
5389;Graduation;Married;48920.0;0;2;93;238;17;68;8;10;6;3;6;2;5;7;0;1;0;0;0;0;0;2;4;61;4091;347;16;1;2;1;134.4;0.044642857142857144;0.64
6036;Master;Together;89120.0;0;0;78;1168;92;408;72;129;55;1;5;6;7;1;0;0;1;0;0;0;0;0;2;66;3943;1924;19;1;0;0;129.5;0.03861003861003861;3.86
182;PhD;Together;44124.0;0;1;62;284;0;55;0;6;52;4;6;2;5;8;0;0;0;0;0;0;0;1;3;79;4253;397;17;0;1;1;139.7;0.04294917680744453;0.54
203;Master;Single;81169.0;0;0;47;1288;20;613;80;61;27;1;5;7;9;2;0;0;0;0;0;0;0;0;1;50;4280;2089;22;0;0;0;140.6;0.03556187766714083;1.78
11025;Graduation;Married;36443.0;1;1;9;65;0;46;4;3;20;4;3;1;3;8;0;0;0;0;0;0;0;2;4;64;4350;138;11;0;2;1;142.9;0.02099370188943317;0.26
10203;Graduation;Single;26095.0;1;0;77;11;7;9;3;1;11;1;1;0;3;7;0;0;0;0;0;0;0;1;2;35;4203;42;5;0;1;1;138.1;0.00724112961622013;0.1
4607;Graduation;Together;71367.0;0;0;24;227;23;389;42;21;75;1;4;5;7;2;0;0;0;0;0;0;0;0;2;66;4149;777;17;0;0;0;136.3;0.029347028613352897;1.47
3711;Master;Married;80184.0;0;0;19;1035;134;670;25;38;0;1;6;3;10;3;0;0;1;1;0;0;0;0;2;81;3959;1902;20;2;0;0;130.1;0.046118370484242895;1.54
3696;Graduation;Divorced;30630.0;1;1;67;27;1;12;2;0;10;2;2;0;3;7;0;0;0;0;0;0;0;2;3;60;3992;52;7;0;2;1;131.1;0.015255530129672007;0.22
2532;Master;Single;73454.0;0;0;95;982;73;351;56;14;175;1;2;4;6;5;1;0;0;0;0;0;0;0;1;38;3959;1651;13;1;0;0;130.1;0.015372790161414298;0.31
9214;Graduation;Married;42691.0;0;0;48;179;2;64;38;17;58;1;5;1;6;5;0;0;0;0;0;0;0;0;2;34;4156;358;13;0;0;0;136.5;0.03663003663003663;0.73
4943;Graduation;Married;70503.0;0;0;73;1379;33;216;0;33;66;1;2;4;9;6;0;1;1;0;0;0;0;0;2;72;4476;1727;16;2;0;0;147.0;0.013605442176870748;0.23
35;Graduation;Married;25545.0;1;0;35;32;1;64;16;12;85;3;2;2;3;6;0;0;0;0;0;0;1;1;3;38;4498;210;10;0;1;1;147.8;0.013531799729364004;0.23
2258;Graduation;Married;32880.0;1;0;76;8;4;15;7;6;2;1;1;0;3;8;0;0;0;0;0;0;0;1;3;39;4411;42;5;0;1;1;144.9;0.006901311249137336;0.09
4322;PhD;Together;77863.0;0;0;20;881;38;319;16;25;12;1;4;5;10;2;0;0;0;0;0;0;0;0;2;67;4053;1291;20;0;0;0;133.1;0.03005259203606311;1.5
